code,title
171,Atmospheric and Space Scientists
172,Chemists and Materials Scientists
174,Environmental Scientists and Geoscientists
176,"Physical Scientists, All Other"
180,Economists
181,Market and Survey Researchers
182,Psychologists
183,Sociologists
184,Urban and Regional Planners
186,Miscellaneous Social Scientists and Related Workers
190,Agricultural and Food Science Technicians
191,Biological Technicians
192,Chemical Technicians
193,Geological and Petroleum Technicians
194,Nuclear Technicians
196,"Other Life, Physical, and Social Science Technicians"
200,Counselors
201,Social Workers
202,Miscellaneous Community and Social Service Specialists
204,Clergy
205,"Directors, Religious Activities and Education"
206,"Religious Workers, All Other"
210,Lawyers
211,"Judges, Magistrates, and Other Judicial Workers"
214,Paralegals and Legal Assistants
215,Miscellaneous Legal Support Workers
220,Postsecondary Teachers
230,Preschool and Kindergarten Teachers
231,Elementary and Middle School Teachers
232,Secondary School Teachers
233,Special Education Teachers
234,Other Teachers and Instructors
240,"Archivists, Curators, and Museum Technicians"
243,Librarians
244,Library Technicians
254,Teacher Assistants
255,"Other Education, Training, and Library Workers"
260,Artists and Related Workers
263,Designers
270,Actors
271,Producers and Directors
272,"Athletes, Coaches, Umpires, and Related Workers"
274,Dancers and Choreographers
275,"Musicians, Singers, and Related Workers"
276,"Entertainers and Performers, Sports and Related Workers, All Other"
280,Announcers
281,"News Analysts, Reporters and Correspondents"
282,Public Relations Specialists
283,Editors
284,Technical Writers
285,Writers and Authors
286,Miscellaneous Media and Communication Workers
290,Broadcast and Sound Engineering Technicians and Radio Operators
291,Photographers
292,"Television, Video, and Motion Picture Camera Operators and Editors"
296,"Media and Communication Equipment Workers, All Other"
300,Chiropractors
301,Dentists
303,Dietitians and Nutritionists
304,Optometrists
305,Pharmacists
306,Physicians and Surgeons
311,Physician Assistants
312,Podiatrists
313,Registered Nurses
314,Audiologists
315,Occupational Therapists
316,Physical Therapists
320,Radiation Therapists
321,Recreational Therapists
322,Respiratory Therapists
323,Speech-Language Pathologists
324,"Therapists, All Other"
325,Veterinarians
326,"Health Diagnosing and Treating Practitioners, All Other"
330,Clinical Laboratory Technologists and Technicians
331,Dental Hygienists
332,Diagnostic Related Technologists and Technicians
340,Emergency Medical Technicians and Paramedics
341,Health Diagnosing and Treating Practitioner Support Technicians
350,Licensed Practical and Licensed Vocational Nurses
351,Medical Records and Health Information Technicians
352,"Opticians, Dispensing"
353,Miscellaneous Health Technologists and Technicians
354,Other Healthcare Practitioners and Technical Occupations
360,"Nursing, Psychiatric, and Home Health Aides"
361,Occupational Therapist Assistants and Aides
362,Physical Therapist Assistants and Aides
363,Massage Therapists
364,Dental Assistants
365,Medical Assistants and Other Healthcare Support Occupations
370,First-Line Supervisors/Managers of Correctional Officers
371,First-Line Supervisors/Managers of Police and Detectives
372,First-Line Supervisors/Managers of Fire Fighting and Prevention Workers
373,"Supervisors, Protective Service Workers, All Other"
374,Fire Fighters
375,Fire Inspectors
380,"Bailiffs, Correctional Officers, and Jailers"
382,Detectives and Criminal Investigators
383,Fish and Game Wardens
384,Parking Enforcement Workers
385,Police and Sheriff's Patrol Officers
386,Transit and Railroad Police
390,Animal Control Workers
391,Private Detectives and Investigators
392,Security Guards and Gaming Surveillance Officers
394,Crossing Guards
395,Lifeguards and Other Protective Service Workers
400,Chefs and Head Cooks
401,First-Line Supervisors/Managers of Food Preparation and Serving Workers
402,Cooks
403,Food Preparation Workers
404,Bartenders
405,"Combined Food Preparation and Serving Workers, Including Fast Food"
406,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
411,Waiters and Waitresses
412,"Food Servers, Nonrestaurant"
413,Dining Room and Cafeteria Attendants and Bartender Helpers
414,Dishwashers
415,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
416,"Food Preparation and Serving Related Workers, All Other"
420,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers
421,"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers"
422,Janitors and Building Cleaners
423,Maids and Housekeeping Cleaners
424,Pest Control Workers
425,Grounds Maintenance Workers
430,First-Line Supervisors/Managers of Gaming Workers
432,First-Line Supervisors/Managers of Personal Service Workers
434,Animal Trainers
435,Nonfarm Animal Caretakers
440,Gaming Services Workers
441,Motion Picture Projectionists
442,"Ushers, Lobby Attendants, and Ticket Takers"
443,Miscellaneous Entertainment Attendants and Related Workers
446,Funeral Service Workers
450,Barbers
451,"Hairdressers, Hairstylists, and Cosmetologists"
452,Miscellaneous Personal Appearance Workers
453,"Baggage Porters, Bellhops, and Concierges"
454,Tour and Travel Guides
455,Transportation Attendants
460,Child Care Workers
461,Personal and Home Care Aides
462,Recreation and Fitness Workers
464,Residential Advisors
465,"Personal Care and Service Workers, All Other"
470,First-Line Supervisors/Managers of Retail Sales Workers
471,First-Line Supervisors/Managers of Non-Retail Sales Workers
472,Cashiers
474,Counter and Rental Clerks
475,Parts Salespersons
476,Retail Salespersons
480,Advertising Sales Agents
481,Insurance Sales Agents
482,"Securities, Commodities, and Financial Services Sales Agents"
483,Travel Agents
484,"Sales Representatives, Services, All Other"
485,"Sales Representatives, Wholesale and Manufacturing"
490,"Models, Demonstrators, and Product Promoters"
492,Real Estate Brokers and Sales Agents
493,Sales Engineers
494,Telemarketers
495,"Door-To-Door Sales Workers, News and Street Vendors, and Related Workers"
496,"Sales and Related Workers, All Other"
500,First-Line Supervisors/Managers of Office and Administrative Support Workers
501,"Switchboard Operators, Including Answering Service"
502,Telephone Operators
503,"Communications Equipment Operators, All Other"
510,Bill and Account Collectors
511,Billing and Posting Clerks and Machine Operators
512,"Bookkeeping, Accounting, and Auditing Clerks"
513,Gaming Cage Workers
514,Payroll and Timekeeping Clerks
515,Procurement Clerks
516,Tellers
520,Brokerage Clerks
521,Correspondence Clerks
522,"Court, Municipal, and License Clerks"
523,"Credit Authorizers, Checkers, and Clerks"
524,Customer Service Representatives
525,"Eligibility Interviewers, Government Programs"
526,File Clerks
530,"Hotel, Motel, and Resort Desk Clerks"
531,"Interviewers, Except Eligibility and Loan"
532,"Library Assistants, Clerical"
533,Loan Interviewers and Clerks
534,New Accounts Clerks
535,Order Clerks
536,"Human Resources Assistants, Except Payroll and Timekeeping"
540,Receptionists and Information Clerks
541,Reservation and Transportation Ticket Agents and Travel Clerks
542,"Information and Record Clerks, All Other"
550,Cargo and Freight Agents
551,Couriers and Messengers
552,Dispatchers
553,"Meter Readers, Utilities"
554,Postal Service Clerks
555,Postal Service Mail Carriers
556,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
560,"Production, Planning, and Expediting Clerks"
561,"Shipping, Receiving, and Traffic Clerks"
562,Stock Clerks and Order Fillers
563,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
570,Secretaries and Administrative Assistants
580,Computer Operators
581,Data Entry Keyers
582,Word Processors and Typists
583,Desktop Publishers
584,Insurance Claims and Policy Processing Clerks
585,"Mail Clerks and Mail Machine Operators, Except Postal Service"
586,"Office Clerks, General"
590,"Office Machine Operators, Except Computer"
591,Proofreaders and Copy Markers
592,Statistical Assistants
593,"Office and Administrative Support Workers, All Other"
600,"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers"
601,Agricultural Inspectors
602,Animal Breeders
604,"Graders and Sorters, Agricultural Products"
605,Miscellaneous Agricultural Workers
610,Fishers and Related Fishing Workers
611,Hunters and Trappers
612,Forest and Conservation Workers
613,Logging Workers
620,First-Line Supervisors/Managers of Construction Trades and Extraction Workers
621,Boilermakers
622,"Brickmasons, Blockmasons, and Stonemasons"
623,Carpenters
624,"Carpet, Floor, and Tile Installers and Finishers"
625,"Cement Masons, Concrete Finishers, and Terrazzo Workers"
626,Construction Laborers
630,"Paving, Surfacing, and Tamping Equipment Operators"
631,Pile-Driver Operators
632,Operating Engineers and Other Construction Equipment Operators
633,"Drywall Installers, Ceiling Tile Installers, and Tapers"
635,Electricians
636,Glaziers
640,Insulation Workers
642,"Painters, Construction and Maintenance"
643,Paperhangers
644,"Pipelayers, Plumbers, Pipefitters, and Steamfitters"
646,Plasterers and Stucco Masons
650,Reinforcing Iron and Rebar Workers
651,Roofers
652,Sheet Metal Workers
653,Structural Iron and Steel Workers
660,"Helpers, Construction Trades"
666,Construction and Building Inspectors
670,Elevator Installers and Repairers
671,Fence Erectors
672,Hazardous Materials Removal Workers
673,Highway Maintenance Workers
674,Rail-Track Laying and Maintenance Equipment Operators
675,Septic Tank Servicers and Sewer Pipe Cleaners
676,Miscellaneous Construction and Related Workers
680,"Derrick, Rotary Drill, and Service Unit Operators, Oil, Gas, and Mining"
682,"Earth Drillers, Except Oil and Gas"
683,"Explosives Workers, Ordnance Handling Experts, and Blasters"
684,Mining Machine Operators
691,"Roof Bolters, Mining"
692,"Roustabouts, Oil and Gas"
693,Helpers--Extraction Workers
694,Other Extraction Workers
700,"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers"
701,"Computer, Automated Teller, and Office Machine Repairers"
702,Radio and Telecommunications Equipment Installers and Repairers
703,Avionics Technicians
704,"Electric Motor, Power Tool, and Related Repairers"
705,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
710,"Electrical and Electronics Repairers, Industrial and Utility"
711,"Electronic Equipment Installers and Repairers, Motor Vehicles"
712,Electronic Home Entertainment Equipment Installers and Repairers
713,Security and Fire Alarm Systems Installers
714,Aircraft Mechanics and Service Technicians
715,Automotive Body and Related Repairers
716,Automotive Glass Installers and Repairers
720,Automotive Service Technicians and Mechanics
721,Bus and Truck Mechanics and Diesel Engine Specialists
722,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics
724,Small Engine Mechanics
726,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers"
730,Control and Valve Installers and Repairers
731,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers"
732,Home Appliance Repairers
733,Industrial and Refractory Machinery Mechanics
734,"Maintenance and Repair Workers, General"
735,"Maintenance Workers, Machinery"
736,Millwrights
741,Electrical Power-Line Installers and Repairers
742,Telecommunications Line Installers and Repairers
743,Precision Instrument and Equipment Repairers
751,"Coin, Vending, and Amusement Machine Servicers and Repairers"
752,Commercial Divers
754,Locksmiths and Safe Repairers
755,Manufactured Building and Mobile Home Installers
756,Riggers
760,Signal and Track Switch Repairers
761,"Helpers--Installation, Maintenance, and Repair Workers"
762,"Other Installation, Maintenance, and Repair Workers"
770,First-Line Supervisors/Managers of Production and Operating Workers
771,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
772,"Electrical, Electronics, and Electromechanical Assemblers"
773,Engine and Other Machine Assemblers
774,Structural Metal Fabricators and Fitters
775,Miscellaneous Assemblers and Fabricators
780,Bakers
781,"Butchers and Other Meat, Poultry, and Fish Processing Workers"
783,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
784,Food Batchmakers
785,Food Cooking Machine Operators and Tenders
790,Computer Control Programmers and Operators
792,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
793,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
794,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic"
795,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
796,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
800,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
801,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
802,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
803,Machinists
804,Metal Furnace and Kiln Operators and Tenders
806,"Model Makers and Patternmakers, Metal and Plastic"
810,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic"
812,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
813,Tool and Die Makers
814,"Welding, Soldering, and Brazing Workers"
815,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
816,"Lay-Out Workers, Metal and Plastic"
820,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
821,"Tool Grinders, Filers, and Sharpeners"
822,"Metalworkers and Plastic Workers, All Other"
823,Bookbinders and Bindery Workers
824,Job Printers
825,Prepress Technicians and Workers
826,Printing Machine Operators
830,Laundry and Dry-Cleaning Workers
831,"Pressers, Textile, Garment, and Related Materials"
832,Sewing Machine Operators
833,Shoe and Leather Workers and Repairers
834,Shoe Machine Operators and Tenders
835,"Tailors, Dressmakers, and Sewers"
836,Textile Bleaching and Dyeing Machine Operators and Tenders
840,"Textile Cutting Machine Setters, Operators, and Tenders"
841,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
842,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
843,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
844,Fabric and Apparel Patternmakers
845,Upholsterers
846,"Textile, Apparel, and Furnishings Workers, All Other"
850,Cabinetmakers and Bench Carpenters
851,Furniture Finishers
852,"Model Makers and Patternmakers, Wood"
853,"Sawing Machine Setters, Operators, and Tenders, Wood"
854,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
855,"Woodworkers, All Other"
860,"Power Plant Operators, Distributors, and Dispatchers"
861,Stationary Engineers and Boiler Operators
862,Water and Liquid Waste Treatment Plant and System Operators
863,Miscellaneous Plant and System Operators
864,"Chemical Processing Machine Setters, Operators, and Tenders"
865,"Crushing, Grinding, Polishing, Mixing, and Blending Workers"
871,Cutting Workers
872,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
873,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
874,"Inspectors, Testers, Sorters, Samplers, and Weighers"
875,Jewelers and Precious Stone and Metal Workers
876,"Medical, Dental, and Ophthalmic Laboratory Technicians"
880,Packaging and Filling Machine Operators and Tenders
881,Painting Workers
883,Photographic Process Workers and Processing Machine Operators
884,Semiconductor Processors
885,Cementing and Gluing Machine Operators and Tenders
886,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
890,Cooling and Freezing Equipment Operators and Tenders
891,Etchers and Engravers
892,"Molders, Shapers, and Casters, Except Metal and Plastic"
893,"Paper Goods Machine Setters, Operators, and Tenders"
894,Tire Builders
895,Helpers--Production Workers
896,"Production Workers, All Other"
900,"Supervisors, Transportation and Material Moving Workers"
903,Aircraft Pilots and Flight Engineers
904,Air Traffic Controllers and Airfield Operations Specialists
911,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
912,Bus Drivers
913,Driver/Sales Workers and Truck Drivers
914,Taxi Drivers and Chauffeurs
915,"Motor Vehicle Operators, All Other"
920,Locomotive Engineers and Operators
923,"Railroad Brake, Signal, and Switch Operators"
924,Railroad Conductors and Yardmasters
926,"Subway, Streetcar, and Other Rail Transportation Workers"
930,Sailors and Marine Oilers
931,Ship and Boat Captains and Operators
933,Ship Engineers
934,Bridge and Lock Tenders
935,Parking Lot Attendants
936,Service Station Attendants
941,Transportation Inspectors
942,Other Transportation Workers
950,Conveyor Operators and Tenders
951,Crane and Tower Operators
952,"Dredge, Excavating, and Loading Machine Operators"
956,Hoist and Winch Operators
960,Industrial Truck and Tractor Operators
961,Cleaners of Vehicles and Equipment
962,"Laborers and Freight, Stock, and Material Movers, Hand"
963,Machine Feeders and Offbearers
964,"Packers and Packagers, Hand"
965,Pumping Station Operators
972,Refuse and Recyclable Material Collectors
973,Shuttle Car Operators
974,"Tank Car, Truck, and Ship Loaders"
975,"Material Moving Workers, All Other"
980,Military Officer Special and Tactical Operations Leaders/Managers
981,First-Line Enlisted Military Supervisors/Managers
982,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members
